id,precioEstadia,Nombre,Fechapublicacion,descripcion,alojamientoid,operador,capacidad
1525,4011.37,Rowe-Heidenreich,04-03-16,Services,5213,422,10
1526,2436.3,Nitzsche Inc,27-04-14,Sales,5775,2126,11
1527,3441.74,Krajcik Kovacek and Sauer,03/02/2015,Accounting,5766,2717,10
1528,2461.49,Lueilwitz Koepp and Balistreri,26/03/2015,Services,1161,4202,7
1529,393.14,Osinski Farrell and Lueilwitz,22/01/2018,Accounting,2328,1075,13
1530,1965.69,Oberbrunner and Sons,20-03-14,Marketing,1225,850,6
1531,3903.24,Hilll Klein and Volkman,26/03/2014,Legal,859,1722,6
1532,1462.79,Spencer Inc,22-11-13,Sales,10,4216,11
1533,186.36,Hoeger and Sons,05-12-14,Accounting,2936,1522,13
1534,12.86,Ryan-Price,04-10-17,Accounting,4816,3322,16
1535,1517.14,Erdman-Mayert,04-09-14,Marketing,3712,1819,4
1536,1760.78,Reichel Adams and Powlowski,09/07/2013,Product Management,5412,4064,3
1537,1158.4,Ankunding Nolan and Bogan,19/08/2016,Support,5984,1169,7
1538,2070.57,Bergnaum Marvin and Bernhard,30/07/2013,Support,2283,4600,5
1539,607.91,Fisher-Monahan,15-03-17,Engineering,2771,2639,7
1540,2806.94,Beer-Turner,23-02-18,Marketing,496,3305,6
1541,585.76,Hauck Maggio and Stoltenberg,16/11/2016,Business Development,5547,731,15
1542,3471.89,Murray-Fadel,09-12-16,Product Management,3361,132,9
1543,1145.47,Padberg Mayer and Braun,27/02/2017,Accounting,2513,3904,5
1544,4464.4,Howell Group,10-11-17,Accounting,3787,2803,2
1545,2681.99,Kling-Emmerich,27-06-15,Accounting,95,4187,8
1546,2974.85,Schinner Rogahn and Schaden,21/05/2013,Legal,4743,3755,1
1547,1849.28,Kuhn O'Kon and Ledner,22/12/2016,Support,4596,1653,3
1548,1571.96,Hettinger Group,07-12-16,Sales,112,1684,2
1549,4124.75,Zulauf LLC,02-03-17,Engineering,999,3619,14
1550,4242.33,Kovacek Group,04-02-18,Legal,390,1811,15
1551,2436.77,Effertz-Maggio,13-03-16,Accounting,261,90,6
1552,3014.34,Batz LLC,07-12-14,Product Management,1822,1519,9
1553,1722.13,Rodriguez-O'Conner,18-07-13,Services,4102,1,3
1554,2709.01,Gerlach-Deckow,08-01-17,Services,1006,1506,6
1555,3509.84,O'Kon LLC,08-06-16,Marketing,1791,3415,6
1556,1427.76,Littel-Cruickshank,12-04-17,Engineering,1564,1878,8
1557,389,Stamm-Leannon,18-01-16,Training,697,4263,1
1558,3088.43,Kerluke-Conn,02-04-15,Engineering,4360,4327,11
1559,3548.42,Hauck Hayes and Leuschke,10/07/2013,Product Management,1763,1893,7
1560,4125.02,Gislason Turner and Quitzon,14/03/2016,Legal,3913,2789,6
1561,2836.49,Prohaska Group,20-04-17,Legal,3686,2378,1
1562,4866.06,Toy Stroman and Davis,15/08/2013,Legal,3316,1835,14
1563,3026.45,Jones Jast and Ankunding,10/05/2017,Services,1563,4306,13
1564,4361.98,Zieme Towne and Boehm,16/05/2015,Services,1625,4108,1
1565,4062.43,Leuschke Kirlin and Hilpert,27/07/2015,Legal,1272,1065,10
1566,3424.77,Moore-Davis,20-12-17,Legal,5928,2095,8
1567,3213.69,White LLC,22-10-16,Research and Development,548,331,10
1568,3458.76,Skiles-Nolan,06-03-16,Product Management,1481,2557,12
1569,4701.96,Medhurst-Wilkinson,06-04-15,Engineering,5252,2172,11
1570,1466.84,Hilll LLC,04-01-15,Research and Development,1202,3818,1
1571,4949.64,Little Ward and Kiehn,30/09/2013,Marketing,3467,2661,12
1572,4814.47,Stroman Inc,14-04-16,Training,4590,508,8
1573,182.32,Herman Blick and Tremblay,28/10/2017,Business Development,4579,4495,10
1574,383.48,Barton LLC,28-01-17,Sales,3171,4110,13
1575,508.29,Greenholt Group,26-09-17,Product Management,2841,3042,7
1576,4738.53,Volkman-Hintz,11-03-17,Sales,171,3444,14
1577,4085.98,Hagenes Inc,05-05-16,Legal,4921,4777,4
1578,1128.89,Kling-Parisian,24-07-15,Marketing,651,349,4
1579,2080.27,Lind-Gleason,06-08-13,Training,5512,1776,11
1580,612.98,Larkin Inc,18-07-17,Business Development,3181,3048,12
1581,3939.51,Marks-Hayes,12-12-16,Training,7,4561,7
1582,3576.79,Barton and Sons,16-02-15,Human Resources,466,1383,8
1583,1035.58,Mosciski Williamson and Braun,03/04/2018,Marketing,4485,4643,5
1584,3194.2,Gleichner and Sons,03-06-17,Marketing,1252,4198,2
1585,537.85,Thiel Group,01-06-15,Legal,55,640,8
1586,2558.7,Wilderman Gottlieb and Quitzon,19/01/2018,Sales,60,2514,16
1587,183.97,Rutherford-Breitenberg,21-05-13,Services,1442,1781,8
1588,786.68,Prosacco-Kassulke,08-09-16,Sales,4807,3691,8
1589,2150.5,Anderson Inc,28-10-14,Services,4610,3284,16
1590,2571.59,Bahringer-Jerde,22-02-18,Research and Development,307,4107,1
1591,893.53,Konopelski-Mayert,25-05-15,Training,930,1022,5
1592,2254.85,Funk Wilkinson and Stamm,14/04/2014,Human Resources,4123,2774,10
1593,279.89,Carter LLC,18-10-16,Support,167,4584,16
1594,2624.04,Crooks MacGyver and Breitenberg,05/01/2015,Training,5775,2057,4
1595,1215.32,Marvin Denesik and Predovic,18/06/2013,Sales,102,1036,10
1596,4223.18,Wilkinson Johns and Kemmer,19/05/2015,Training,5365,4773,13
1597,1478.82,Casper Reynolds and Hirthe,08/11/2017,Training,5878,710,10
1598,125.28,Koepp Frami and Gerhold,24/01/2018,Accounting,1216,999,2
1599,4501.13,Lowe Toy and Leffler,26/08/2017,Marketing,4124,955,6
1600,616.67,Funk and Sons,11-05-17,Marketing,5787,1502,15
1601,3894.67,Hudson Stanton and Robel,11/09/2015,Support,5868,4868,2
1602,1552.05,Bruen LLC,15-11-13,Accounting,1343,2785,9
1603,4784.68,Wolf Hintz and Dare,12/02/2017,Support,2359,90,14
1604,254.72,Lind Group,27-01-18,Accounting,3527,2521,12
1605,691.52,Schaefer D'Amore and Ward,06/04/2016,Support,3616,4626,6
1606,624.97,Huels-Purdy,06-08-17,Sales,5973,3867,4
1607,2801.72,Stroman-Schiller,10-10-14,Product Management,1690,3553,8
1608,741.39,Ferry-Beatty,08-12-14,Sales,1619,3127,16
1609,3601.12,Streich and Sons,19-06-16,Engineering,1664,399,10
1610,131.25,McClure-Metz,08-05-16,Engineering,531,4237,7
1611,3244.26,Jerde Group,04-02-16,Human Resources,1304,538,12
1612,828.31,Schaden Group,21-02-15,Research and Development,1461,2165,2
1613,1035.64,West-Lehner,26-05-15,Engineering,2570,2968,10
1614,3990.54,Sauer Group,11-08-14,Training,5267,3246,14
1615,1825.1,Schmitt-Sauer,03-10-17,Business Development,4798,1574,13
1616,3978.9,DuBuque-Koelpin,12-02-17,Marketing,5784,4091,14
1617,4890.76,Sawayn LLC,04-02-18,Legal,5340,4505,4
1618,557.77,Howe-Shanahan,27-08-15,Support,4535,445,8
1619,4155.11,Keeling-Herzog,15-03-15,Services,4680,3937,14
1620,982.05,Swift Inc,05-11-14,Business Development,209,1414,11
1621,1488.06,Rosenbaum LLC,30-09-14,Training,5573,3827,16
1622,3915.09,Grimes LLC,05-05-15,Accounting,1732,2565,16
1623,2164.96,Barton Corkery and O'Kon,09/05/2015,Human Resources,688,1351,3
1624,4326.08,Hoppe Inc,24-09-17,Marketing,4435,3724,16
1625,1094.96,Bernier-Wisoky,28-11-14,Services,1943,4397,2
1626,3032.72,Streich-Bosco,10-10-16,Sales,4655,2731,15
1627,2239.03,Adams-Brown,25-05-15,Sales,3544,4002,16
1628,656.56,Bednar-Jacobson,29-07-17,Training,5535,2503,6
1629,3311.63,Harris-Williamson,11-01-16,Research and Development,2363,4473,11
1630,4427.58,Fritsch and Sons,19-09-13,Business Development,5474,1067,12
1631,3270.25,Romaguera Willms and Kovacek,05/05/2017,Product Management,4352,3973,15
1632,4974.1,Cartwright-Hamill,25-07-13,Product Management,2854,1048,14
1633,4470.53,Reynolds Inc,12-08-13,Research and Development,3031,905,2
1634,1805.93,Murazik Ortiz and Dach,09/03/2018,Training,3940,4824,10
1635,2675.08,Halvorson Shields and Kohler,28/02/2016,Sales,2906,3087,2
1636,870.25,Dietrich McDermott and Lemke,22/07/2013,Sales,2166,4833,10
1637,135.16,Quigley Jast and Haag,25/04/2014,Human Resources,1297,4861,14
1638,4402.38,Dooley LLC,14-10-17,Marketing,4354,2784,16
1639,549.4,Kessler Group,31-01-17,Support,3658,3892,1
1640,2358.16,O'Reilly-Stiedemann,30-08-17,Engineering,1943,1963,5
1641,1238.63,Franecki Inc,01-02-18,Training,640,2214,16
1642,473.07,Runolfsson Willms and Ledner,11/08/2017,Business Development,4401,4259,5
1643,2254.19,Erdman and Sons,12-08-17,Accounting,1248,827,10
1644,651.04,Leffler-Welch,12-03-16,Human Resources,1068,4547,4
1645,1942.66,Bayer Robel and Corkery,22/12/2016,Support,656,2572,6
1646,4121.0,Ferry Turcotte and Ferry,13/04/2014,Engineering,718,3506,3
1647,4047.62,Koss Mertz and Paucek,25/07/2013,Sales,5091,922,3
1648,184.28,Schiller and Sons,11-05-15,Business Development,3112,3505,8
1649,4262.17,Franecki-Jacobi,09-07-16,Business Development,5700,14,12
1650,4990.93,Douglas and Sons,27-01-16,Human Resources,5997,2531,8
1651,737.39,Gibson Inc,04-08-17,Support,4330,331,11
1652,3597.86,Yundt LLC,20-05-16,Marketing,1273,220,3
1653,3658.55,Sanford Gerlach and Howe,05/06/2014,Research and Development,75,1878,9
1654,1128.29,Smitham LLC,05-08-15,Research and Development,127,1546,12
1655,319.71,Goyette Inc,04-10-16,Engineering,2330,2602,7
1656,2170.96,Hane Conn and Daugherty,30/07/2016,Business Development,4258,533,5
1657,1143.63,Schowalter-Collier,15-03-15,Sales,1564,940,1
1658,2099.68,Witting and Sons,17-02-16,Services,3688,3353,5
1659,2388.65,Hayes Quigley and Schumm,04/09/2015,Legal,2507,2922,16
1660,3562.68,Corwin-Willms,22-07-17,Business Development,4637,2912,6
1661,1475.46,Haag LLC,25-08-17,Legal,5900,3403,9
1662,1462.3,Kilback Pfeffer and Adams,07/07/2015,Human Resources,2016,456,7
1663,1345.89,Wintheiser Moen and Koelpin,23/04/2018,Sales,3560,444,14
1664,990.67,Bogisich Group,20-02-18,Product Management,2875,1190,15
1665,2442.47,Jacobs LLC,04-06-14,Legal,4176,4219,11
1666,1145.27,Heaney-Fay,18-10-16,Support,4375,4113,3
1667,2104.3,Nikolaus Marks and Harris,04/06/2013,Support,5879,1155,14
1668,4173.26,Sawayn Bins and Wisoky,09/03/2014,Engineering,4394,4147,14
1669,692.56,Tremblay-Littel,24-07-17,Legal,3929,4313,2
1670,2884.27,Frami-Gerlach,30-08-17,Accounting,3748,3092,16
1671,2399.9,Larkin McLaughlin and Murray,13/12/2016,Human Resources,910,4568,2
1672,4951.85,Ondricka Rodriguez and Borer,13/03/2017,Engineering,893,3245,11
1673,1836.18,Fahey West and White,09/11/2013,Training,4276,2880,14
1674,2861.96,Christiansen-Runte,12-07-15,Services,3247,3662,2
1675,1447.44,Gottlieb Corwin and Turcotte,28/01/2016,Sales,1994,1445,6
1676,2464.61,Orn-Price,10-03-16,Services,3004,814,6
1677,3849.01,O'Connell Group,15-08-14,Sales,746,397,8
1678,2124.07,Nitzsche-Klein,19-03-14,Services,3713,933,8
1679,1912.2,Marks-Considine,31-05-15,Marketing,4275,2930,11
1680,4959.89,Rowe Group,24-03-18,Accounting,5714,917,10
1681,4804.47,Schroeder Johnston and Pacocha,29/03/2018,Training,1616,3798,14
1682,3693.9,Block-Wisozk,21-11-15,Research and Development,4514,4633,12
1683,2940.23,Turner Ernser and Schimmel,20/06/2017,Sales,5309,2047,5
1684,1752.18,Hamill-Haag,29-04-18,Support,4051,486,7
1685,3562.57,Roberts Group,24-03-16,Engineering,1066,3247,2
1686,4758.2,Dibbert Senger and Rath,03/06/2015,Marketing,530,558,6
1687,1867.5,Maggio Inc,19-09-16,Training,3273,1900,3
1688,3936.87,Wintheiser LLC,17-07-15,Support,1377,3419,5
1689,3317.12,Predovic LLC,13-02-17,Human Resources,1394,2797,5
1690,457.37,Pagac-Kshlerin,03-04-14,Engineering,2177,1903,6
1691,2605.84,Boyle Inc,02-03-17,Research and Development,1910,2997,2
1692,2212.86,Cole Group,26-01-16,Research and Development,2671,2318,12
1693,1699.46,Terry and Sons,19-03-15,Support,1606,2963,9
1694,3963.77,Wilkinson Morissette and Anderson,10/03/2015,Human Resources,1526,3258,16
1695,1085.35,Cummings-Pfeffer,11-03-15,Accounting,2307,2884,7
1696,5.66,Kub Group,05-04-17,Marketing,2932,1830,7
1697,2786.27,Shields and Sons,12-06-15,Business Development,5813,4272,11
1698,1593.83,Wolff Lowe and Bayer,28/11/2015,Services,709,772,15
1699,50.64,Buckridge LLC,22-01-14,Human Resources,1805,1256,3
1700,1954.39,Johnson Heaney and Towne,12/06/2016,Services,4423,2945,8
1701,4344.56,Homenick-Gleason,24-10-15,Support,1974,289,12
1702,4529.35,Lowe-Sauer,02-11-16,Research and Development,3084,4610,2
1703,2474.94,Schaden-Ortiz,19-11-17,Business Development,2633,825,12
1704,1058.01,Mohr and Sons,22-08-17,Human Resources,2084,1401,3
1705,1357.95,Crona and Sons,01-01-16,Business Development,296,1156,11
1706,4233.19,Feest and Sons,27-03-15,Engineering,1778,2841,15
1707,841.04,Schaefer Zemlak and Ziemann,03/03/2016,Support,4940,1983,12
1708,399.63,Zemlak-Moore,06-11-13,Legal,4829,1289,12
1709,2121.42,Wintheiser Group,10-11-13,Business Development,1078,1510,7
1710,3086.14,Mosciski and Sons,13-04-18,Business Development,3290,4985,2
1711,3837.04,Russel Treutel and Wisoky,26/02/2017,Engineering,5883,858,1
1712,2872.92,Goyette Wilkinson and Brekke,09/11/2016,Research and Development,129,1064,3
1713,836.24,Jast Funk and Abshire,30/05/2016,Research and Development,325,3993,4
1714,1131.76,Kuhic and Sons,20-08-15,Research and Development,1902,4332,3
1715,3242.06,Abernathy-Mueller,07-08-15,Services,2157,3816,10
1716,3305.82,Bruen Huel and Bogan,15/11/2013,Marketing,3440,666,1
1717,4162.12,Rodriguez-Lubowitz,05-03-16,Sales,4889,936,13
1718,3082.69,Boyle-Johnson,26-12-14,Legal,2768,2491,15
1719,1900.02,Rath LLC,26-07-16,Sales,3396,4391,1
1720,2947.43,Trantow Inc,15-01-15,Marketing,4337,4746,1
1721,3150.6,Tremblay Inc,13-12-14,Research and Development,4767,1408,5
1722,2955.97,Witting White and Barton,10/09/2015,Product Management,1137,3483,12
1723,4999.34,Lynch Group,15-05-18,Accounting,2663,3686,16
1724,1342.45,Shanahan and Sons,13-07-14,Product Management,1361,1364,1
1725,3438.73,Botsford-Considine,25-10-15,Human Resources,1998,97,2
1726,2937.56,Stroman Howe and Metz,13/08/2014,Accounting,484,2471,15
1727,1683.87,Bartell Kertzmann and Simonis,11/03/2018,Engineering,5860,3358,12
1728,1517.38,Littel Group,02-09-14,Product Management,1173,3233,14
1729,3545.9,Schmitt and Sons,16-04-16,Legal,4330,2017,15
1730,4206.54,Bernhard LLC,12-11-17,Product Management,3718,2467,1
1731,3208.81,Kilback and Sons,14-03-17,Marketing,3353,2168,4
1732,4582.12,Predovic-O'Connell,22-10-17,Sales,1063,412,5
1733,1477.96,Denesik Ritchie and Mertz,02/02/2017,Engineering,4055,2420,16
1734,4054.35,Johns LLC,13-01-15,Product Management,2948,3715,1
1735,598.53,Kozey Group,11-12-14,Research and Development,95,254,13
1736,3373.67,Mitchell Gottlieb and O'Reilly,18/12/2014,Engineering,1393,1261,16
1737,975.7,Labadie LLC,28-03-18,Business Development,1287,3923,7
1738,1337.55,Kassulke Group,19-10-14,Training,1526,2853,9
1739,1336.95,Wintheiser-Mueller,29-01-17,Human Resources,5117,828,14
1740,4992.6,Howe-Quitzon,05-03-17,Training,1071,2549,6
1741,632.94,Stanton D'Amore and Swaniawski,21/02/2017,Legal,5799,449,6
1742,3347.65,Ortiz-Reynolds,13-08-16,Training,5214,2106,4
1743,1753.79,Green Group,07-05-16,Training,844,3910,6
1744,4921.18,Bartell LLC,10-03-18,Accounting,485,1232,16
1745,46.33,Auer Stoltenberg and Cartwright,07/12/2014,Marketing,5477,1593,6
1746,1026.28,Zemlak-Leuschke,03-12-16,Services,1462,645,14
1747,1374.91,Simonis LLC,29-09-13,Research and Development,999,158,6
1748,1011.63,Fadel and Sons,01-01-14,Training,5771,184,14
1749,1617.04,Watsica Group,20-07-16,Product Management,2935,3478,6
1750,3122.95,Doyle Ward and Thiel,12/03/2014,Human Resources,1226,2705,5
1751,1565.28,Corwin Inc,28-01-17,Support,734,3375,8
1752,968.76,Stehr-Sauer,31-05-17,Engineering,124,1987,16
1753,4585.84,Borer Swaniawski and Wisoky,10/01/2017,Legal,5159,433,11
1754,3693.43,Heathcote-Cremin,01-05-14,Business Development,2658,821,10
1755,2258.01,Runolfsson Inc,07-04-16,Product Management,3878,112,7
1756,1503.67,Schiller Inc,20-04-16,Services,515,1360,9
1757,467.79,Gutmann Inc,30-07-16,Marketing,1233,3249,4
1758,3695.03,Jast Kertzmann and Marvin,19/01/2016,Services,961,3734,5
1759,2632,Heller-Goldner,07-11-17,Accounting,3329,4567,14
1760,4756.72,Larson Inc,17-10-13,Business Development,1933,4230,2
1761,4215.94,Roob LLC,24-05-17,Product Management,5232,595,12
1762,4756.81,Dicki and Sons,23-12-15,Business Development,5948,3240,13
1763,1044.01,Frami LLC,18-11-16,Engineering,2638,3359,8
1764,433.14,Stokes-Graham,19-09-15,Product Management,1926,4824,1
1765,181.24,Halvorson-Dare,03-12-17,Services,5356,4631,12
1766,3319.82,Corwin Tillman and Morar,13/10/2017,Marketing,833,2332,15
1767,4104.07,Rolfson and Sons,07-06-14,Engineering,241,1431,7
1768,2567.17,Franecki-Schumm,29-06-14,Legal,4643,2092,2
1769,4803.44,Legros Group,01-05-16,Business Development,4854,2197,6
1770,2640.79,Skiles Labadie and Boyer,14/02/2016,Human Resources,953,2723,9
1771,2713.98,Herman Group,15-01-14,Research and Development,5753,292,7
1772,3694.52,Okuneva Beatty and Jacobson,18/05/2016,Training,5822,550,11
1773,4777.77,Denesik-Dare,16-05-17,Legal,4635,4884,4
1774,472.7,Williamson Brekke and Bednar,23/01/2016,Engineering,5889,4188,5
1775,3199.87,Hudson-Lemke,03-11-16,Support,5499,403,10
1776,2786.05,Schinner-Yundt,05-06-17,Legal,5483,1242,16
1777,91.6,Franecki McGlynn and Schulist,10/10/2017,Business Development,567,1262,10
1778,368.21,O'Keefe-Bins,24-03-14,Legal,2503,4518,12
1779,506.53,Buckridge-Willms,28-08-15,Research and Development,377,3789,2
1780,115.21,Grady Inc,30-08-15,Business Development,1835,2349,4
1781,3187.25,Schmitt and Sons,31-05-16,Marketing,5779,3764,12
1782,1473.34,Miller LLC,29-10-17,Sales,329,728,14
1783,1288.41,Lowe Group,17-04-17,Marketing,5387,1623,4
1784,1027.67,Turner-Ledner,02-01-14,Product Management,3557,2367,6
1785,3431.24,Sauer LLC,17-10-16,Engineering,2734,1302,9
1786,2245.73,Breitenberg-Mohr,23-01-14,Research and Development,2443,2044,16
1787,4498.31,Lowe-Wyman,27-09-17,Accounting,1386,2006,3
1788,730.68,Wehner Group,19-06-15,Research and Development,2741,1708,4
1789,3501.42,Parisian Torphy and Russel,17/01/2018,Accounting,3423,3629,11
1790,2381.3,Lebsack Deckow and Bechtelar,11/02/2016,Support,4951,3425,4
1791,2809.67,Satterfield-Sanford,05-10-17,Human Resources,4126,2849,13
1792,4732.63,Huel LLC,06-03-18,Sales,154,3018,8
1793,4152.28,Friesen Friesen and Towne,26/02/2018,Product Management,3206,4933,6
1794,1781.84,Mayer Brekke and Gorczany,01/10/2015,Support,3941,1037,11
1795,4186.79,Larkin Inc,22-12-15,Services,4234,236,13
1796,1182.81,Friesen-Dicki,31-08-14,Sales,2522,1638,8
1797,4277.97,Spencer Fisher and Howe,08/08/2014,Legal,5485,4695,6
1798,4081.81,Medhurst-Kovacek,27-09-15,Services,3585,2453,2
1799,2133.37,Franecki-Greenholt,08-04-18,Legal,2310,1137,15
1800,2817.11,Crist-Kiehn,08-08-16,Legal,378,4603,12
1801,3178.78,Halvorson-Stroman,20-07-14,Support,3948,4134,8
1802,3476.09,Bayer-West,31-12-13,Research and Development,4723,2055,2
1803,4274.32,Kuphal-Gislason,22-05-13,Research and Development,3919,800,1
1804,2425.8,Koelpin-Miller,03-04-18,Human Resources,1591,2638,16
1805,3540.56,Mills-Huels,15-06-17,Services,2485,3288,7
1806,2428.64,McClure-Crooks,17-06-13,Human Resources,2166,1165,4
1807,35.69,Weimann Bashirian and Schinner,23/07/2017,Legal,2194,4467,16
1808,388.98,Wintheiser Inc,21-01-15,Accounting,5006,3748,13
1809,3499.55,Davis Group,23-10-13,Marketing,5686,4654,11
1810,3943.49,Fadel Armstrong and Considine,20/11/2017,Human Resources,355,3162,1
1811,2143.52,Spencer Group,04-01-17,Legal,186,1430,5
1812,1541.98,Tremblay Fahey and Weissnat,15/09/2016,Marketing,1087,413,1
1813,3992.88,Grant and Sons,24-12-17,Marketing,5461,3630,8
1814,2083.53,Berge LLC,18-05-14,Human Resources,3797,4454,5
1815,4298.13,Torphy Bartell and Hodkiewicz,26/09/2015,Human Resources,3262,3449,5
1816,3109.92,Schimmel Jacobson and Adams,31/10/2014,Research and Development,4461,3808,14
1817,2464.96,Volkman Lehner and Hessel,29/08/2016,Support,5677,1488,10
1818,3462.24,Koch-Smith,18-11-13,Accounting,2416,4684,9
1819,2462.98,Kunde McDermott and Breitenberg,17/12/2013,Support,3368,1845,5
1820,464.13,Pfannerstill Group,18-05-16,Human Resources,2984,2301,3
1821,1948.75,Breitenberg-Schneider,14-01-18,Legal,5747,3023,5
1822,3375.96,Goyette-McKenzie,12-05-18,Legal,5141,4711,13
1823,1225.13,Konopelski-Osinski,20-01-16,Product Management,4328,1173,6
1824,2846.72,Luettgen-Corwin,17-12-14,Legal,2519,4993,9
1825,2243.06,Weissnat Keeling and Kilback,08/09/2014,Support,5967,4290,16
1826,2186.87,White Wyman and Hegmann,28/08/2015,Research and Development,1700,3351,11
1827,3567.67,Macejkovic-Jast,13-04-17,Engineering,2238,2895,1
1828,1044.19,Heller Orn and Dietrich,10/12/2015,Business Development,4783,343,5
1829,2264.58,Deckow Rutherford and Witting,07/04/2014,Marketing,702,4548,1
1830,3450.23,Jacobs Inc,17-06-13,Product Management,1198,1938,9
1831,2131.87,Mills-Cronin,20-07-17,Legal,635,4797,10
1832,2493.92,Greenholt-Hirthe,24-12-14,Services,1472,2735,2
1833,2345.26,Murray LLC,13-10-13,Marketing,5086,2918,9
1834,740.98,Luettgen-Turner,16-12-16,Support,2351,3907,11
1835,3334.76,Dooley Schuster and Heidenreich,26/04/2018,Engineering,1393,4741,16
1836,1478.65,Lynch-Beier,13-11-14,Marketing,698,4069,3
1837,1680.82,Legros and Sons,11-02-15,Legal,2300,3935,10
1838,4181.42,Rath and Sons,24-11-14,Training,2869,2221,13
1839,145.51,O'Reilly LLC,24-06-14,Product Management,2422,2761,3
1840,3064.06,Morar Group,02-09-13,Sales,5161,3241,12
1841,3947.48,Lesch-Beer,12-08-14,Human Resources,338,4512,4
1842,4431.45,Haag Armstrong and Thompson,01/04/2017,Services,3266,2284,1
1843,336.09,Halvorson Heidenreich and Ruecker,07/10/2014,Product Management,2888,1388,3
1844,553.13,Veum Group,07-04-18,Support,373,4224,7
1845,588.22,Berge Feest and Boehm,13/06/2016,Engineering,3239,3688,14
1846,2524.22,Ryan Gislason and Connelly,16/09/2015,Sales,3998,4303,1
1847,632.67,Parisian Jerde and Dach,01/02/2015,Accounting,3209,2738,1
1848,3986.77,Cronin Zulauf and Jenkins,07/09/2014,Training,4945,1461,1
1849,3504.71,Rice-Bayer,30-03-18,Services,1813,4449,7
1850,4217.25,Rohan-Kessler,12-12-17,Services,3770,2752,6
1851,3191.08,Mueller LLC,24-08-13,Research and Development,5080,299,10
1852,4393.85,Muller-Lueilwitz,17-10-14,Support,5067,1506,12
1853,3913.52,Boehm Walsh and Hilpert,16/06/2014,Marketing,2136,2588,16
1854,1643.54,Weber Inc,18-08-15,Sales,1784,845,6
1855,4088.18,Hoppe LLC,28-01-17,Product Management,3642,1685,3
1856,3467.54,Wisozk-Ebert,28-01-18,Research and Development,4261,1586,6
1857,2736.36,Wehner and Sons,12-12-13,Marketing,890,2614,3
1858,514.99,Reilly Inc,04-10-14,Product Management,2841,4226,12
1859,1520.63,Thompson Breitenberg and Graham,26/05/2015,Human Resources,957,377,12
1860,4370.73,Rogahn Grant and Bahringer,09/08/2014,Legal,3419,3997,7
1861,839.09,Rodriguez Breitenberg and Willms,11/03/2018,Legal,2878,709,10
1862,4721.95,Parker Volkman and Ebert,03/04/2015,Human Resources,1574,4857,13
1863,708.83,Farrell Gerlach and Rohan,22/01/2015,Support,2158,3785,16
1864,4588.46,Ebert and Sons,14-02-17,Legal,4549,1542,15
1865,387.42,Rolfson-Von,12-08-15,Accounting,72,165,16
1866,1334.5,Hilll LLC,23-02-16,Product Management,4396,1248,8
1867,3738.24,Block Group,01-02-15,Support,2638,4914,15
1868,1266.07,Kiehn and Sons,17-06-13,Marketing,1258,3434,6
1869,3367.66,King Group,19-10-17,Accounting,1336,447,4
1870,4278.92,Erdman Bernier and Bartell,05/07/2013,Sales,3589,4369,14
1871,4193.89,Brown Inc,23-01-14,Human Resources,522,4413,4
1872,2798.93,Huel-Christiansen,12-05-18,Business Development,5985,1707,11
1873,1649.59,Lubowitz Hane and Heathcote,11/02/2018,Business Development,5823,1357,10
1874,2317.08,Kozey Feeney and Kulas,02/03/2015,Business Development,2569,1169,8
1875,510.95,Bailey Inc,28-03-14,Product Management,1253,1441,12
1876,1496.36,Beer Littel and Windler,27/12/2014,Sales,5077,963,1
1877,4880.54,Rowe-Langworth,10-08-17,Research and Development,5745,4461,9
1878,3349.64,Feeney-Spinka,16-09-14,Business Development,950,1219,12
1879,3922.0,Senger Beahan and Lakin,10/05/2014,Sales,3939,4286,13
1880,1458.17,Ondricka LLC,07-06-13,Services,2130,2024,10
1881,2541.62,Becker-Mann,13-12-14,Product Management,2239,1968,5
1882,856.78,Grimes and Sons,03-06-14,Services,3147,1827,4
1883,1795.15,Nienow-Wyman,12-07-16,Accounting,3432,3648,1
1884,3168.78,Beahan Inc,28-08-13,Business Development,4617,2647,13
1885,2376.08,Corwin Group,28-03-18,Product Management,4213,996,13
1886,3333.92,Simonis Group,24-05-17,Product Management,2799,4511,11
1887,385.69,Brekke Harvey and Roberts,09/04/2018,Sales,795,2195,16
1888,2207.64,Wiza-Auer,13-11-17,Services,2758,1124,9
1889,3660.25,Hauck Romaguera and Brekke,05/02/2015,Accounting,1351,2833,4
1890,485.56,Jacobs-Conroy,22-12-16,Services,2280,2493,10
1891,2029.82,Botsford-Kautzer,21-09-14,Business Development,1392,2337,6
1892,4668.44,Ondricka-Ziemann,11-11-17,Services,421,4147,10
1893,4121.15,Mayert and Sons,18-03-18,Engineering,4417,1280,1
1894,1199.41,Legros LLC,11-02-17,Services,2459,2139,16
1895,1828.62,Auer-Kihn,12-05-16,Research and Development,3177,1728,1
1896,4301.52,Kassulke and Sons,21-05-16,Business Development,2219,2643,13
1897,2980.33,Prosacco McCullough and Connelly,20/06/2014,Sales,2690,1387,10
1898,2434.56,Predovic LLC,25-07-17,Legal,5113,1698,12
1899,282.93,Hamill Fritsch and Wuckert,06/04/2016,Training,5207,1170,16
1900,3233.58,Orn and Sons,20-08-16,Services,2479,4647,2
1901,2342.83,Schmeler Waters and Leuschke,02/06/2017,Research and Development,4433,1403,6
