Id,FechaLlegada,Recargo,CantidadDias,OFerta,Vigente
1572,06/11/2017,0.0,629,5863,N
1573,28/01/2017,0.0,884,152,N
1574,15/02/2017,0.0,907,4677,N
1575,26/06/2015,0.0,806,4315,N
1576,23/11/2017,0.0,369,5084,Y
1577,30/04/2015,0.0,338,1849,N
1578,20/09/2013,0.0,757,3014,N
1579,22/11/2013,0.0,574,5515,Y
1580,10/08/2014,0.0,966,5174,Y
1581,12/07/2014,0.0,321,4593,Y
1582,05/06/2015,0.0,957,5985,Y
1583,10/10/2014,0.0,551,5361,N
1584,04/05/2018,0.0,780,1306,N
1585,20/10/2015,0.0,574,287,Y
1586,12/06/2015,0.0,6,672,Y
1587,12/06/2017,0.0,670,832,Y
1588,22/08/2014,0.0,709,2311,Y
1589,20/02/2015,0.0,754,2568,Y
1590,14/09/2017,0.0,285,3937,Y
1591,10/03/2016,0.0,346,1004,Y
1592,20/10/2017,0.0,837,5964,Y
1593,30/08/2014,0.0,153,5730,Y
1594,23/02/2016,0.0,965,979,Y
1595,10/05/2016,0.0,412,1064,N
1596,11/11/2017,0.0,698,3446,Y
1597,27/03/2018,0.0,724,1168,N
1598,27/07/2016,0.0,36,4020,N
1599,13/10/2013,0.0,437,618,Y
1600,12/06/2013,0.0,748,5516,N
1601,22/05/2015,0.0,686,1854,N
1602,10/02/2015,0.0,284,2165,N
1603,16/11/2014,0.0,226,785,N
1604,09/09/2015,0.0,754,4973,N
1605,05/11/2015,0.0,598,1515,Y
1606,05/12/2014,0.0,596,5793,N
1607,26/06/2015,0.0,403,1798,Y
1608,20/07/2013,0.0,551,5637,N
1609,28/08/2014,0.0,5,5965,N
1610,18/02/2018,0.0,525,3508,Y
1611,09/04/2015,0.0,159,3856,Y
1612,10/02/2017,0.0,241,448,Y
1613,25/08/2015,0.0,690,599,Y
1614,15/04/2018,0.0,827,1912,Y
1615,16/10/2017,0.0,446,3478,N
1616,05/09/2017,0.0,866,482,Y
1617,15/09/2015,0.0,37,2527,Y
1618,09/10/2017,0.0,133,2999,Y
1619,31/07/2016,0.0,149,4388,N
1620,31/05/2013,0.0,631,2130,N
1621,17/09/2015,0.0,236,177,N
1622,12/06/2017,0.0,544,277,Y
1623,27/10/2013,0.0,51,99,Y
1624,09/07/2014,0.0,65,1014,Y
1625,23/06/2014,0.0,363,2691,N
1626,30/05/2014,0.0,939,5246,N
1627,11/01/2015,0.0,858,4541,N
1628,03/06/2014,0.0,243,7,N
1629,02/09/2016,0.0,71,3899,N
1630,13/11/2017,0.0,230,1046,N
1631,29/12/2016,0.0,510,1263,Y
1632,09/02/2016,0.0,926,260,N
1633,31/03/2018,0.0,240,1884,N
1634,08/03/2014,0.0,663,3361,N
1635,04/07/2016,0.0,383,2926,Y
1636,18/08/2013,0.0,830,1512,N
1637,17/05/2017,0.0,520,5597,Y
1638,06/06/2015,0.0,74,2742,N
1639,22/10/2017,0.0,35,783,N
1640,27/04/2015,0.0,723,5021,Y
1641,03/09/2013,0.0,376,5260,Y
1642,19/06/2015,0.0,793,316,N
1643,08/05/2016,0.0,894,3021,Y
1644,13/02/2014,0.0,742,3405,N
1645,11/07/2017,0.0,409,1353,N
1646,18/09/2017,0.0,695,3832,N
1647,28/11/2014,0.0,345,563,N
1648,02/06/2014,0.0,472,1492,Y
1649,05/09/2013,0.0,470,5203,N
1650,08/10/2014,0.0,777,3363,Y
1651,08/02/2016,0.0,470,2934,N
1652,25/03/2015,0.0,638,273,N
1653,16/04/2017,0.0,52,4462,Y
1654,26/11/2016,0.0,25,3190,Y
1655,07/01/2016,0.0,835,5995,N
1656,27/09/2016,0.0,568,3635,N
1657,05/07/2017,0.0,672,4013,N
1658,06/03/2018,0.0,619,2886,N
1659,22/06/2016,0.0,547,4754,Y
1660,24/05/2014,0.0,659,700,Y
1661,08/11/2013,0.0,365,3094,Y
1662,13/03/2017,0.0,736,2653,N
1663,03/04/2017,0.0,514,2355,N
1664,25/01/2017,0.0,821,655,N
1665,13/07/2016,0.0,961,5306,N
1666,02/10/2017,0.0,659,713,N
1667,19/03/2017,0.0,737,3001,Y
1668,16/03/2016,0.0,220,725,Y
1669,21/05/2017,0.0,33,2036,Y
1670,10/01/2017,0.0,4,1521,N
1671,28/03/2017,0.0,576,1552,N
1672,05/08/2014,0.0,593,878,Y
1673,15/12/2013,0.0,794,777,Y
1674,17/11/2015,0.0,47,1541,N
1675,22/11/2014,0.0,946,3177,Y
1676,11/01/2017,0.0,804,3040,N
1677,17/03/2016,0.0,101,5990,Y
1678,07/06/2017,0.0,237,83,N
1679,26/05/2013,0.0,493,5998,Y
1680,06/05/2018,0.0,703,3957,N
1681,05/07/2016,0.0,697,2191,Y
1682,22/07/2016,0.0,951,3142,N
1683,02/12/2013,0.0,552,501,Y
1684,16/04/2014,0.0,954,1467,Y
1685,03/07/2016,0.0,83,4918,Y
1686,10/09/2016,0.0,396,860,Y
1687,12/07/2013,0.0,931,708,N
1688,02/02/2018,0.0,771,3999,Y
1689,26/09/2016,0.0,358,1871,Y
1690,01/07/2017,0.0,928,5933,Y
1691,21/07/2016,0.0,607,765,N
1692,07/06/2017,0.0,457,5384,N
1693,09/08/2014,0.0,650,45,Y
1694,22/10/2015,0.0,916,3297,Y
1695,10/03/2017,0.0,23,3431,N
1696,15/12/2015,0.0,150,5847,N
1697,23/05/2017,0.0,75,5444,N
1698,29/04/2016,0.0,645,3005,N
1699,15/04/2017,0.0,81,5674,Y
1700,21/01/2014,0.0,932,5759,N
1701,20/09/2016,0.0,128,5500,N
1702,21/09/2017,0.0,361,5298,Y
1703,01/03/2014,0.0,199,1034,Y
1704,07/10/2017,0.0,221,2061,Y
1705,12/12/2016,0.0,233,138,N
1706,11/02/2014,0.0,480,1002,N
1707,19/12/2016,0.0,811,856,N
1708,26/09/2016,0.0,821,1066,N
1709,27/04/2014,0.0,144,1256,Y
1710,08/01/2018,0.0,152,2406,Y
1711,30/10/2016,0.0,692,5673,N
1712,09/08/2015,0.0,494,3569,N
1713,20/07/2017,0.0,169,4054,Y
1714,10/08/2016,0.0,519,1022,Y
1715,22/04/2014,0.0,284,4850,Y
1716,23/10/2013,0.0,68,700,Y
1717,01/03/2015,0.0,912,787,Y
1718,23/07/2016,0.0,790,1495,Y
1719,11/12/2016,0.0,349,2768,N
1720,10/06/2014,0.0,351,1533,N
1721,27/08/2014,0.0,911,5348,N
1722,31/12/2016,0.0,795,5301,Y
1723,08/08/2014,0.0,958,4082,N
1724,05/04/2016,0.0,437,5403,N
1725,19/02/2017,0.0,508,3836,Y
1726,05/07/2014,0.0,607,1118,Y
1727,25/06/2017,0.0,717,2704,N
1728,31/12/2013,0.0,866,81,Y
1729,22/02/2016,0.0,962,2780,N
1730,01/12/2013,0.0,140,457,Y
1731,09/03/2016,0.0,754,147,Y
1732,17/01/2018,0.0,520,2811,Y
1733,15/06/2015,0.0,746,4275,N
1734,26/08/2014,0.0,153,2184,Y
1735,25/02/2017,0.0,596,5528,Y
1736,27/03/2016,0.0,604,1314,Y
1737,30/07/2016,0.0,240,3620,Y
1738,27/02/2015,0.0,886,1560,N
1739,10/05/2018,0.0,68,5483,Y
1740,14/10/2017,0.0,43,2804,Y
1741,14/06/2016,0.0,293,1904,Y
1742,12/08/2014,0.0,533,730,N
1743,28/11/2017,0.0,201,525,Y
1744,02/12/2016,0.0,98,2510,N
1745,25/08/2016,0.0,518,247,Y
1746,17/04/2014,0.0,101,2838,N
1747,25/04/2015,0.0,67,792,N
1748,20/05/2015,0.0,715,1732,Y
1749,16/03/2017,0.0,917,4220,N
1750,12/06/2015,0.0,123,3555,N
1751,16/09/2013,0.0,247,1111,Y
1752,22/11/2014,0.0,868,2877,N
1753,28/07/2015,0.0,253,5856,Y
1754,16/05/2018,0.0,809,2819,Y
1755,16/11/2015,0.0,424,1022,N
1756,11/05/2015,0.0,14,4483,Y
1757,21/05/2014,0.0,589,1954,Y
1758,13/08/2017,0.0,568,3426,Y
1759,16/02/2015,0.0,862,658,N
1760,05/07/2015,0.0,228,3927,Y
1761,29/10/2014,0.0,501,265,N
1762,11/12/2015,0.0,60,3181,N
1763,30/06/2014,0.0,921,3897,Y
1764,09/04/2018,0.0,874,5703,N
1765,08/10/2013,0.0,19,5320,Y
1766,25/09/2013,0.0,301,1337,Y
1767,28/01/2018,0.0,44,2381,Y
1768,16/09/2015,0.0,115,3897,N
1769,06/10/2013,0.0,474,1427,Y
1770,03/04/2016,0.0,236,3925,Y
1771,11/07/2016,0.0,913,508,Y
1772,21/10/2014,0.0,220,5589,Y
1773,22/02/2016,0.0,188,5077,Y
1774,22/11/2015,0.0,912,3238,Y
1775,05/06/2013,0.0,634,1182,N
1776,08/02/2016,0.0,759,5609,Y
1777,17/12/2017,0.0,154,2192,Y
1778,22/07/2015,0.0,571,4122,Y
1779,12/01/2016,0.0,511,5996,Y
1780,10/09/2016,0.0,888,283,N
1781,25/10/2015,0.0,973,4275,N
1782,27/09/2015,0.0,548,1729,N
1783,27/07/2017,0.0,192,1054,Y
1784,12/09/2013,0.0,773,5164,Y
1785,31/10/2014,0.0,295,781,Y
1786,15/04/2015,0.0,349,1555,N
1787,02/10/2013,0.0,891,5688,Y
1788,08/02/2014,0.0,514,1236,Y
1789,30/07/2017,0.0,584,209,Y
1790,18/01/2016,0.0,908,313,N
1791,17/01/2015,0.0,456,986,Y
1792,06/01/2016,0.0,477,4520,Y
1793,31/10/2015,0.0,731,2236,Y
1794,06/05/2015,0.0,198,1933,N
1795,13/12/2016,0.0,962,2695,Y
1796,01/08/2014,0.0,111,5546,Y
1797,27/01/2017,0.0,926,91,Y
1798,27/07/2013,0.0,264,3537,Y
1799,17/06/2014,0.0,594,897,N
1800,25/03/2014,0.0,952,4658,N
1801,17/02/2014,0.0,740,4002,N
1802,13/12/2013,0.0,765,1536,N
1803,04/06/2014,0.0,980,2385,N
1804,13/04/2018,0.0,877,719,N
1805,22/03/2014,0.0,788,4053,Y
1806,13/04/2017,0.0,427,5266,Y
1807,18/09/2016,0.0,426,569,Y
1808,18/06/2014,0.0,485,2490,Y
1809,11/05/2017,0.0,594,5985,N
1810,10/04/2014,0.0,428,35,N
1811,14/07/2015,0.0,30,1736,N
1812,02/05/2016,0.0,811,5602,N
1813,27/06/2016,0.0,726,3620,N
1814,09/05/2014,0.0,801,5866,Y
1815,16/04/2018,0.0,237,3557,Y
1816,19/08/2016,0.0,798,856,Y
1817,10/03/2014,0.0,352,2958,Y
1818,08/12/2017,0.0,662,5100,N
1819,25/03/2015,0.0,774,2733,Y
1820,09/03/2016,0.0,51,3760,Y
1821,31/08/2016,0.0,703,482,N
1822,07/07/2014,0.0,735,2942,Y
1823,30/12/2017,0.0,268,3882,N
1824,13/11/2017,0.0,272,873,Y
1825,22/11/2014,0.0,777,5520,N
1826,24/11/2015,0.0,402,5746,Y
1827,12/11/2014,0.0,132,1353,Y
1828,17/11/2013,0.0,739,896,N
1829,07/01/2018,0.0,214,4057,Y
1830,11/06/2013,0.0,469,1725,N
1831,20/03/2016,0.0,362,5469,Y
1832,30/12/2013,0.0,464,4498,N
1833,01/11/2017,0.0,950,4446,N
1834,30/10/2013,0.0,65,3187,N
1835,08/05/2014,0.0,975,4559,N
1836,21/04/2015,0.0,67,837,N
1837,20/08/2015,0.0,810,391,N
1838,22/11/2017,0.0,641,5314,N
1839,12/07/2014,0.0,219,2623,Y
1840,22/06/2013,0.0,729,236,N
1841,31/10/2013,0.0,804,5822,Y
1842,24/05/2013,0.0,844,1775,N
1843,27/02/2018,0.0,779,3264,N
1844,01/06/2015,0.0,21,4044,N
1845,18/04/2015,0.0,627,2312,Y
1846,09/03/2015,0.0,998,1590,N
1847,28/03/2018,0.0,309,4725,N
1848,17/09/2016,0.0,761,246,N
1849,24/11/2017,0.0,880,2173,Y
1850,05/08/2015,0.0,477,5704,Y
1851,11/11/2017,0.0,444,4249,N
1852,15/02/2015,0.0,493,4104,N
1853,14/08/2016,0.0,706,5922,N
1854,29/08/2016,0.0,223,5912,N
1855,08/08/2016,0.0,283,2873,N
1856,06/11/2014,0.0,191,3303,N
1857,13/10/2013,0.0,681,3698,Y
1858,25/03/2014,0.0,191,1776,N
1859,04/01/2016,0.0,129,4518,N
1860,21/04/2018,0.0,565,639,N
1861,05/03/2014,0.0,898,2741,Y
1862,26/03/2014,0.0,170,4174,N
1863,12/10/2015,0.0,996,2186,Y
1864,19/12/2013,0.0,4,5527,N
1865,29/06/2013,0.0,89,3943,N
1866,14/12/2017,0.0,41,672,Y
1867,08/10/2016,0.0,17,5511,Y
1868,25/01/2016,0.0,27,359,Y
1869,17/09/2016,0.0,247,2406,N
1870,17/12/2013,0.0,697,4390,Y
1871,14/04/2014,0.0,198,5444,Y
1872,30/05/2017,0.0,609,24,Y
1873,26/02/2018,0.0,888,586,N
1874,25/12/2015,0.0,750,2961,Y
1875,24/01/2018,0.0,801,3176,Y
1876,21/12/2017,0.0,962,5991,N
1877,01/12/2017,0.0,147,3889,Y
1878,06/08/2017,0.0,997,5707,N
1879,06/02/2017,0.0,218,3221,N
1880,19/12/2014,0.0,569,3020,N
1881,07/01/2016,0.0,664,5117,Y
1882,06/04/2015,0.0,677,3359,N
1883,17/11/2014,0.0,590,3650,Y
1884,30/09/2016,0.0,879,2890,N
1885,13/09/2014,0.0,803,3803,Y
1886,17/01/2017,0.0,210,3491,N
1887,11/03/2014,0.0,224,2676,N
1888,18/10/2017,0.0,901,5905,N
1889,25/11/2017,0.0,266,3924,Y
1890,13/03/2015,0.0,460,1379,Y
1891,21/09/2015,0.0,97,3622,N
1892,11/11/2015,0.0,946,810,N
1893,19/05/2013,0.0,308,878,N
1894,16/08/2014,0.0,234,1939,Y
1895,17/07/2017,0.0,400,3288,Y
1896,15/06/2016,0.0,902,3381,Y
1897,03/11/2016,0.0,431,5446,Y
1898,29/10/2014,0.0,110,3533,Y
1899,23/11/2013,0.0,531,3685,Y
1900,27/03/2016,0.0,152,3565,N
1901,21/06/2016,0.0,4,4606,N
1902,22/09/2013,0.0,360,3475,Y
1903,19/05/2014,0.0,298,300,N
1904,16/02/2016,0.0,205,1539,N
1905,11/01/2014,0.0,856,3998,Y
1906,13/01/2017,0.0,365,871,Y
1907,26/04/2016,0.0,500,1713,Y
1908,06/09/2013,0.0,749,4561,Y
1909,15/05/2017,0.0,495,4838,N
1910,15/11/2017,0.0,624,2833,N
1911,19/07/2015,0.0,201,5766,Y
1912,28/08/2013,0.0,250,3320,N
1913,03/06/2013,0.0,223,799,Y
1914,24/05/2014,0.0,30,183,Y
1915,21/04/2017,0.0,794,2763,N
1916,19/11/2016,0.0,638,852,Y
1917,02/10/2016,0.0,366,4352,N
1918,17/06/2013,0.0,728,278,Y
1919,05/02/2016,0.0,141,1350,Y
1920,10/01/2018,0.0,382,4396,Y
1921,23/04/2017,0.0,185,646,N
1922,21/07/2013,0.0,962,2205,Y
1923,22/06/2014,0.0,934,1355,N
1924,17/10/2015,0.0,622,1696,Y
1925,01/01/2015,0.0,458,3054,N
1926,30/05/2017,0.0,284,3441,N
1927,08/02/2016,0.0,324,2862,N
1928,31/05/2015,0.0,982,3609,Y
1929,19/10/2013,0.0,403,2412,Y
1930,03/02/2018,0.0,730,3132,N
1931,20/08/2014,0.0,667,5786,Y
1932,17/02/2015,0.0,89,4206,Y
1933,16/07/2016,0.0,296,1523,Y
1934,04/11/2017,0.0,129,1452,N
1935,03/08/2014,0.0,301,2253,Y
1936,09/11/2014,0.0,731,3122,N
1937,28/01/2016,0.0,269,2893,N
1938,14/03/2017,0.0,291,5289,Y
1939,27/09/2014,0.0,739,3696,Y
1940,04/07/2016,0.0,786,3812,Y
1941,05/08/2015,0.0,152,761,N
1942,03/03/2016,0.0,678,1505,N
1943,15/05/2017,0.0,242,2578,Y
1944,22/05/2016,0.0,540,5639,N
1945,08/01/2017,0.0,837,825,Y
1946,22/04/2018,0.0,331,5937,Y
1947,23/07/2015,0.0,73,730,N
1948,10/02/2016,0.0,542,3938,N
1949,10/01/2016,0.0,691,5893,N
1950,02/07/2016,0.0,314,2397,Y
1951,23/08/2014,0.0,275,2254,Y
1952,28/09/2014,0.0,497,5899,N
1953,17/05/2018,0.0,481,952,N
1954,09/07/2016,0.0,889,4653,N
1955,31/07/2016,0.0,259,2196,N
1956,02/06/2015,0.0,877,1757,Y
1957,20/09/2015,0.0,27,3352,N
1958,11/06/2014,0.0,345,2500,Y
1959,29/09/2013,0.0,922,272,N
1960,27/06/2017,0.0,42,5716,Y
1961,30/07/2017,0.0,925,3770,Y
1962,06/12/2017,0.0,377,2900,N
1963,19/01/2017,0.0,616,1031,N
1964,28/10/2014,0.0,844,1490,N
1965,03/05/2017,0.0,358,5155,Y
1966,13/11/2016,0.0,167,3741,Y
1967,04/01/2015,0.0,524,5644,Y
1968,23/03/2017,0.0,821,926,Y
1969,01/09/2017,0.0,454,2559,N
1970,09/04/2015,0.0,252,3647,N
1971,10/05/2016,0.0,896,299,Y
1972,23/03/2017,0.0,110,2651,N
1973,23/11/2017,0.0,115,2840,N
1974,18/02/2018,0.0,624,735,N
1975,01/02/2015,0.0,635,4322,N
1976,07/11/2016,0.0,267,5043,Y
1977,07/06/2017,0.0,70,1701,N
1978,31/05/2013,0.0,534,4151,Y
1979,18/04/2016,0.0,866,1151,Y
1980,17/09/2017,0.0,748,4719,Y
1981,26/09/2016,0.0,1,3859,N
1982,14/09/2015,0.0,796,1421,N
1983,06/03/2015,0.0,302,161,N
1984,14/05/2018,0.0,601,3406,Y
1985,05/12/2015,0.0,657,1582,Y
1986,10/12/2015,0.0,654,3032,Y
1987,01/07/2015,0.0,172,5413,N
1988,29/08/2017,0.0,467,1288,Y
1989,20/05/2017,0.0,747,4882,Y
1990,06/06/2014,0.0,815,3094,N
1991,10/02/2015,0.0,762,140,N
1992,22/01/2016,0.0,732,711,N
1993,10/05/2014,0.0,116,4464,N
1994,09/06/2013,0.0,951,1287,Y
1995,13/08/2014,0.0,286,5686,N
1996,14/09/2014,0.0,106,1096,Y
1997,23/03/2018,0.0,952,4996,Y
1998,16/06/2013,0.0,213,2692,Y
1999,20/02/2018,0.0,769,64,Y
2000,01/01/2014,0.0,561,2698,Y
2001,26/07/2016,0.0,678,84,Y
2002,25/12/2017,0.0,851,1333,N
2003,05/02/2018,0.0,887,2987,N
2004,04/07/2014,0.0,996,1900,Y
2005,13/09/2017,0.0,674,5774,N
2006,20/09/2017,0.0,706,5289,Y
2007,25/02/2017,0.0,98,304,N
2008,27/06/2017,0.0,685,3032,N
2009,16/01/2017,0.0,487,3886,Y
2010,18/02/2014,0.0,947,5668,N
2011,06/12/2014,0.0,374,5229,Y
2012,24/10/2017,0.0,692,2321,Y
2013,20/10/2013,0.0,891,3899,Y
2014,27/04/2014,0.0,509,2201,Y
2015,13/01/2017,0.0,90,2749,Y
2016,08/03/2018,0.0,722,5543,N
2017,15/03/2017,0.0,581,5421,Y
2018,31/07/2014,0.0,743,1382,N
2019,11/08/2016,0.0,601,1200,Y
2020,20/07/2015,0.0,373,5351,Y
2021,02/07/2013,0.0,116,1255,Y
2022,27/12/2014,0.0,490,3399,Y
2023,17/06/2016,0.0,454,173,N
2024,23/08/2014,0.0,687,4909,Y
2025,30/06/2014,0.0,799,3476,N
2026,25/12/2015,0.0,159,852,Y
2027,11/08/2016,0.0,723,123,Y
2028,27/06/2017,0.0,281,1470,N
2029,02/01/2018,0.0,906,2580,Y
2030,22/07/2013,0.0,913,5867,Y
2031,27/04/2015,0.0,252,2701,N
2032,01/08/2014,0.0,546,2409,Y
2033,14/04/2014,0.0,825,2231,Y
2034,06/06/2014,0.0,459,4852,N
2035,16/09/2017,0.0,159,2845,N
2036,27/03/2015,0.0,604,2974,N
2037,13/03/2014,0.0,960,2140,Y
2038,28/09/2014,0.0,71,5440,Y
2039,11/06/2016,0.0,458,5257,Y
2040,03/08/2016,0.0,327,1131,N
2041,03/07/2015,0.0,636,3188,Y
2042,15/01/2017,0.0,88,688,N
2043,18/11/2013,0.0,693,5092,Y
2044,27/11/2014,0.0,366,4488,Y
2045,10/03/2015,0.0,130,5294,N
2046,24/01/2017,0.0,891,4937,N
2047,13/05/2017,0.0,735,4481,Y
2048,13/05/2014,0.0,103,2015,N
2049,18/05/2017,0.0,682,2353,Y
2050,18/10/2016,0.0,917,73,Y
2051,03/10/2017,0.0,778,4579,N
2052,28/06/2013,0.0,913,2983,N
2053,08/08/2017,0.0,936,1802,N
2054,23/08/2013,0.0,67,2753,N
2055,19/05/2017,0.0,497,3448,N
2056,02/08/2014,0.0,495,4262,N
2057,11/01/2015,0.0,979,5038,N
2058,30/11/2015,0.0,628,1386,N
2059,24/08/2013,0.0,193,345,Y
2060,12/10/2013,0.0,287,2704,N
2061,14/05/2014,0.0,87,3270,N
2062,05/05/2018,0.0,70,2198,Y
2063,02/11/2013,0.0,28,3493,N
2064,31/05/2015,0.0,630,18,N
2065,12/10/2014,0.0,769,3464,Y
2066,14/03/2018,0.0,245,3809,Y
2067,06/08/2013,0.0,816,194,Y
2068,19/06/2016,0.0,13,218,N
2069,13/01/2017,0.0,429,5959,Y
2070,23/01/2017,0.0,36,1473,N
2071,08/06/2013,0.0,964,5391,N
2072,12/08/2015,0.0,441,170,N
2073,24/02/2014,0.0,133,5191,N
2074,04/07/2015,0.0,257,1372,N
2075,11/12/2016,0.0,997,2887,N
2076,18/02/2015,0.0,900,4435,N
2077,24/09/2014,0.0,149,5685,Y
2078,07/09/2017,0.0,947,5522,Y
2079,29/04/2018,0.0,285,608,Y
2080,10/04/2014,0.0,275,1241,Y
2081,26/06/2017,0.0,974,1957,Y
2082,28/07/2016,0.0,463,1153,N
2083,07/08/2017,0.0,514,254,Y
2084,23/03/2017,0.0,862,5757,Y
2085,17/04/2014,0.0,909,1766,N
2086,21/04/2018,0.0,708,571,N
2087,04/02/2015,0.0,505,432,N
2088,14/10/2016,0.0,720,4352,Y
2089,21/12/2017,0.0,719,1797,Y
2090,15/07/2015,0.0,738,1179,Y
2091,13/01/2016,0.0,459,3844,N
2092,01/03/2017,0.0,159,4308,Y
2093,01/02/2016,0.0,707,5301,N
2094,24/11/2016,0.0,662,3015,N
2095,19/05/2013,0.0,127,5829,N
2096,29/04/2017,0.0,888,5556,N
2097,31/07/2017,0.0,109,3220,N
2098,09/10/2016,0.0,235,225,N
2099,14/06/2016,0.0,615,4678,Y
2100,22/10/2013,0.0,898,4985,Y
2101,28/08/2015,0.0,721,3731,N
2102,08/12/2017,0.0,629,4055,N
2103,06/08/2013,0.0,284,3851,Y
2104,15/05/2016,0.0,28,4284,N
2105,01/06/2017,0.0,373,861,N
2106,24/11/2017,0.0,776,1687,N
2107,28/07/2017,0.0,714,332,N
2108,04/08/2015,0.0,878,2163,N
2109,03/05/2017,0.0,752,452,Y
2110,30/10/2014,0.0,104,5980,Y
2111,04/04/2014,0.0,851,4791,Y
2112,19/10/2015,0.0,129,4861,Y
2113,09/04/2017,0.0,224,4502,N
2114,30/01/2015,0.0,416,2948,Y
2115,14/07/2016,0.0,681,2538,Y
2116,19/09/2016,0.0,686,831,N
2117,21/11/2015,0.0,503,1419,Y
2118,17/06/2017,0.0,987,1430,Y
2119,11/01/2016,0.0,902,1492,Y
2120,23/09/2016,0.0,70,5548,N
2121,02/02/2015,0.0,20,4842,Y
2122,30/04/2016,0.0,944,4912,N
2123,29/10/2015,0.0,574,1670,N
2124,10/04/2016,0.0,867,1275,N
2125,30/04/2015,0.0,117,4431,N
2126,16/11/2016,0.0,36,626,Y
2127,29/10/2013,0.0,461,2667,Y
2128,27/08/2014,0.0,841,267,Y
2129,20/08/2015,0.0,378,1576,Y
2130,27/05/2017,0.0,575,3966,Y
2131,26/07/2016,0.0,363,5643,N
2132,27/12/2015,0.0,14,1424,Y
2133,10/10/2017,0.0,804,5876,Y
2134,24/05/2013,0.0,655,153,Y
2135,28/08/2017,0.0,271,1541,Y
2136,29/03/2014,0.0,285,3761,Y
2137,29/04/2014,0.0,848,3577,N
2138,07/11/2015,0.0,283,1771,N
2139,13/07/2015,0.0,826,3840,N
2140,26/08/2017,0.0,468,1156,N
2141,07/07/2015,0.0,602,5043,N
2142,08/07/2017,0.0,214,5206,Y
2143,04/07/2016,0.0,923,515,N
2144,04/08/2015,0.0,185,4942,N
2145,25/03/2015,0.0,769,347,Y
2146,07/07/2017,0.0,661,4394,Y
2147,28/12/2016,0.0,4,3868,N
2148,16/05/2014,0.0,541,2580,N
2149,09/11/2016,0.0,486,1596,Y
2150,23/02/2017,0.0,804,5635,N
2151,29/12/2016,0.0,281,5538,N
2152,27/01/2017,0.0,554,801,N
2153,15/01/2017,0.0,627,5135,N
2154,23/06/2013,0.0,309,4678,N
2155,13/07/2016,0.0,848,399,Y
2156,25/04/2015,0.0,203,825,Y
2157,22/04/2015,0.0,139,193,N
2158,21/07/2013,0.0,826,3982,Y
2159,06/12/2013,0.0,623,4147,N
2160,25/06/2013,0.0,140,1944,Y
2161,26/01/2018,0.0,262,622,N
2162,26/01/2017,0.0,10,130,Y
2163,03/04/2017,0.0,243,828,N
2164,07/11/2016,0.0,309,745,Y
2165,27/07/2014,0.0,324,680,Y
2166,31/03/2017,0.0,72,4934,N
2167,05/09/2017,0.0,481,5328,N
2168,16/07/2013,0.0,885,5707,N
2169,29/09/2015,0.0,862,5506,N
2170,22/02/2015,0.0,823,394,N
2171,09/10/2013,0.0,156,3588,Y
2172,30/12/2015,0.0,35,4077,Y
2173,30/05/2015,0.0,134,1262,Y
2174,15/06/2013,0.0,677,5845,N
2175,12/09/2013,0.0,43,5399,Y
2176,20/04/2014,0.0,978,5502,N
2177,02/10/2017,0.0,754,1297,N
2178,06/02/2017,0.0,492,4291,Y
2179,30/08/2017,0.0,269,3952,Y
2180,22/07/2017,0.0,31,522,Y
2181,29/10/2013,0.0,901,5642,N
2182,26/09/2016,0.0,684,4254,Y
2183,10/06/2017,0.0,137,3869,Y
2184,11/12/2015,0.0,736,4935,N
2185,20/01/2017,0.0,335,521,Y
2186,14/12/2015,0.0,76,1865,N
2187,31/03/2017,0.0,634,5000,Y
2188,31/12/2017,0.0,119,5657,N
2189,09/09/2016,0.0,743,5087,N
2190,18/07/2017,0.0,666,559,Y
2191,09/05/2014,0.0,833,3273,N
2192,18/05/2018,0.0,553,1769,Y
2193,03/01/2015,0.0,334,1549,Y
2194,05/08/2016,0.0,262,2536,Y
2195,23/06/2014,0.0,499,2685,Y
2196,03/02/2017,0.0,223,2206,N
2197,02/12/2013,0.0,733,1561,N
2198,06/01/2017,0.0,575,3813,N
2199,20/12/2016,0.0,959,532,Y
2200,14/01/2017,0.0,913,5045,N
2201,15/12/2014,0.0,239,5729,N
2202,14/08/2017,0.0,176,4530,N
2203,25/06/2014,0.0,283,3658,N
2204,11/07/2016,0.0,812,529,N
2205,19/12/2017,0.0,599,3572,N
2206,24/06/2015,0.0,508,5127,Y
2207,01/11/2013,0.0,811,3487,N
2208,22/09/2015,0.0,678,4678,N
2209,17/12/2015,0.0,601,5277,Y
2210,11/09/2016,0.0,373,4022,N
2211,25/05/2017,0.0,376,4580,N
2212,29/10/2014,0.0,169,4928,Y
2213,23/09/2013,0.0,315,2427,N
2214,16/01/2018,0.0,656,2061,Y
2215,18/07/2016,0.0,334,3167,N
2216,24/12/2014,0.0,580,4049,Y
2217,18/12/2013,0.0,669,3405,Y
2218,26/09/2016,0.0,970,2545,Y
2219,02/03/2015,0.0,516,749,N
2220,19/01/2017,0.0,578,4053,Y
2221,16/10/2017,0.0,555,3063,Y
2222,04/03/2015,0.0,549,1132,Y
2223,27/10/2015,0.0,780,851,Y
2224,12/01/2018,0.0,365,1022,Y
2225,19/08/2015,0.0,914,5182,N
2226,09/12/2016,0.0,937,3044,N
